business_id,business_name,business_address,business_postal_code,inspection_date,inspection_score,inspection_type,violation_description,risk_category,current_supervisor_districts
14285,Lee's Deli,75 Battery St,94111,2019-02-13,83.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
5905,MARINA MIDDLE SCHOOL,3500 FILLMORE St,94123,2017-03-13,86.0,Routine - Unscheduled,Other low risk violation,Low Risk,6.0
1702,EL TOREADOR FONDA MEXICANA RESTAURANT,050 WEST PORTAL Ave,94127,2017-11-30,73.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,8.0
3055,"SAFEWAY STORES, INC. #995",1335 Webster St,94115,2019-01-18,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
61136,Lou's Cafe,5017 Geary Blvd,94118,2019-09-27,85.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,4.0
7678,Casa Thai Market,3020 16th St,94103,2018-02-12,83.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,2.0
61579,La Oaxaquena Bakery and Restaurant,2128 Mission St,94110,2019-02-28,78.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,2.0
1231,Yamo Restaurant,3406 18th St,94110,2018-06-25,74.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
1978,GOLDEN CHARIOT BAKERY & REST,3308 BALBOA St,94121,2018-07-02,72.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
3302,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER St,94115,2018-05-30,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,6.0
19061,Moscone Convention Center - Stand #3,747 HOWARD St,94103,2017-03-01,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,10.0
39398,Baby Blues BBQ San Francisco Inc,3149 Mission St,94110,2019-06-13,83.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,2.0
64308,Goody Goodie Cream & Sugar,1830 HARRISON STREET,94103,2017-08-04,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2.0
4935,Lebeau's Nob Hill Market,1263 Leavenworth St,94109,2017-08-22,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
21407,Subway Sandwiches #34341,11 03rd St,94103,2019-03-14,77.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,10.0
7689,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN Ave,94112,2018-04-11,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,8.0
33145,"7-Eleven, Store 2231-33006B",2650 Mason St,94133,2019-07-22,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
19379,Andersen Bakery,50 Post St #1,94104,2016-11-09,89.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
1018,PETES BARBEQUE,2399 MISSION St,94110,2018-02-08,87.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2.0
35702,MENKEE WONTON,1701 Noriega St,94122,2016-11-22,79.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,7.0
1596,BURGERMEISTER,86 Carl St,94117,2019-07-10,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,11.0
1931,YUMMY YUMMY VIETNAMESE RESTAURANT,1015 IRVING St,94122,2018-01-08,92.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,11.0
5828,GEORGE WASHINGTON HIGH SCHOOL,600 32nd Ave,94121,2019-05-22,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
3210,International House of Pancakes,200 Beach St,94133,2017-08-09,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
7538,FREDS LIQUOR & DELI,151 06th St,94103,2019-09-23,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
1972,KENTUCKY FRIED CHICKEN,4150 GEARY Blvd,94109,2016-11-07,88.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,4.0
58745,San Francisco Tennis Club,645 05th St,94107,2017-08-29,83.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
2785,G & L RESTAURANT,198 LELAND Ave,94134,2017-03-30,79.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,9.0
5853,RAOUL WALLENBERG HIGH SCHOOL,40 VEGA St,94115,2017-01-20,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,6.0
64525,Loving Hut Vegan Cuisine,524 Irving St,94122,2017-10-10,76.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,11.0
62056,Mission Minis,3168 22nd St,94110,2018-11-07,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
60210,Cafe Seventy 8,78 29th St,94110,2016-11-29,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,5.0
10540,Slanted Door Restaurant,1 Ferry Building #3,94111,2018-06-15,87.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
7276,RADMAN'S PRODUCE MARKET,201D TURK St,94102,2017-03-21,82.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
58879,Tony's Pizza,1570 Stockton St,94133,2019-09-23,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
4782,CANTON DIM SUM HOUSE,655 Folsom St,94107,2018-02-08,77.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
38606,Milan,606 Geary St,94102,2019-05-10,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
952,SHANGRILA VEGETARIAN REST,2026 IRVING St,94122,2017-09-13,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,7.0
11860,Colibri Mexican Bistro,438 Geary St,94102,2019-02-28,85.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
3643,SUPPENKUCHE,525 LAGUNA St,94102,2018-07-19,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0
3394,The Keystone,68 04th St,94103,2018-04-23,89.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
7759,PASITA'S BAKERY,10 PERSIA Ave,94112,2017-03-21,89.0,Routine - Unscheduled,High risk food holding temperature,High Risk,1.0
7641,OTHER AVENUES FOOD STORE,3930 JUDAH St,94122,2017-06-30,87.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,7.0
60898,Patxi's Chicago Pizza,3318 Fillmore St,94123,2018-04-30,87.0,Routine - Unscheduled,Unauthorized or unsafe use of time as a public health control measure,High Risk,6.0
1852,Pat's Cafe,2330 Taylor St,94133,2017-01-06,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
3206,PPQ Vietnamese RESTAURANT,2332 CLEMENT St,94121,2017-11-15,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,4.0
3491,Borodudur Restaurant,700 Post St,94109,2018-05-03,96.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
1922,All stars Donuts,901 Clement St,94118,2016-10-12,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,4.0
9684,Episcopal Community Services,1001 Polk St.,94109,2017-03-27,90.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
551,Gordo Taqueria #1,2252 Clement St,94121,2018-06-12,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
63447,J.T. Restaurant/Catering,953 MISSION St 100,94103,2017-11-06,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
1526,CHOUQUET'S,2500 WASHINGTON St,94115,2019-02-21,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6.0
1757,Dar Bar Pakistani/Indian Cusine,1412 Polk St,94109,2017-09-28,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
8882,Imperial Tea Court,1 Ferry Building #27,94111,2019-03-14,87.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,3.0
5810,DENMAN MIDDLE SCHOOL,241 ONEIDA St,94112,2018-10-24,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,1.0
61438,Green Chile Kitchen,1801 McAllister,94115,2019-04-25,85.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
5988,Curry Senior Center,333 Turk St,94102,2019-04-05,92.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,10.0
1800,BRAVO PIZZA,5145 MISSION St,94112,2017-12-07,84.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,1.0
3816,Washington Bakery & Restaurant,733 Washington St,94108,2017-11-28,67.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
5016,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,94133,2019-01-25,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
18874,North Beach Market and Deli,536 Broadway St,94133,2017-10-30,96.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
5952,IMMACULATE CONCPTION ACADEMY,3625 24th St,94110,2018-10-19,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
5258,IBERIA CATERING,2850 ALEMANY Blvd,94112,2018-05-03,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,1.0
63256,Viva Goa Indian Cuisine,2420 LOMBARD St,94123,2017-04-07,60.0,Routine - Unscheduled,High risk vermin infestation,High Risk,6.0
7467,RUSSELL'S CONVENIENCE #621,199 FREMONT St,94105,2017-01-18,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
1724,CAFE MUMS,1800 SUTTER St,94115,2016-10-26,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,11.0
1565,Uncle Vito's Pizza,700 Bush St,94108,2017-03-07,94.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
3300,"Broadmoor, The",1499 SUTTER St,94109,2019-02-25,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,6.0
5206,Western Addition Senior Citizen Service,1390 TURK St,94115,2016-12-07,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,11.0
37115,Pasilla,359 Kearny St,94108,2018-10-10,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
2799,Starbucks Coffee,780 Market St,94102,2018-04-03,96.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
59002,Yummy Bakery & Restaurant,607 Jackson St,94133,2017-08-14,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
826,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA St,94121,2017-07-24,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,4.0
21407,Subway Sandwiches #34341,11 03rd St,94103,2017-12-11,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
62560,Tasty Coffee,1818 San Jose Avenue,94112,2017-11-16,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,1.0
4922,EL FARO,2399 FOLSOM St,94110,2017-06-30,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
1954,T C PASTRY,2222 IRVING St,94122,2019-07-12,94.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,7.0
6564,HWA LEI MARKET,2970 A 16th St,94103,2017-09-08,77.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
32887,Mission Beach Cafe,198 GUERRERO St,94103,2017-07-06,70.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0
835,Kam Po Kitchen,801 Broadway St,94133,2018-09-17,88.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
37717,SF Wraps,255 Kearny st.,94108,2017-05-08,96.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
239,Just Wonton,1241 Vicente St,94116,2017-12-07,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
3538,Palio D'Asti,640 Sacramento St,94111,2019-04-23,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
4801,YICK'S LIQUOR,4701 MISSION St,94112,2017-10-30,98.0,Routine - Unscheduled,Improper food storage,Low Risk,1.0
1724,CAFE MUMS,1800 SUTTER St,94115,2019-01-07,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0
935,PEKING WOK RESTAURANT,4920 03rd St,94124,2018-11-14,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,9.0
1125,"Peet's Coffee & Tea, Inc",022 Battery St,94111,2018-10-15,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
2593,BELLA TRATTORIA,3854 GEARY Blvd,94118,2018-11-15,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,4.0
3484,BOULEVARD,1 MISSION St,94105,2017-03-21,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
1337,Sabor De San Miguel,3263 MISSION St,94110,2019-07-29,84.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,2.0
24431,Peet's Coffee & Tea,692 Mission St,94105,2017-12-13,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0
38179,Hillstone Restaurant,1800 Montgomery St,94111,2017-10-02,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
59828,Tip Top Market,84 Turk St,94102,2018-09-24,67.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
4636,STARBUCKS COFFEE,3251 20th Ave,94132,2018-07-03,94.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,8.0
2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,94134,2017-03-08,75.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
7729,S & P Concessions - Del Norte Ferry,Ferry Plaza - Pier 1,94111,2019-08-08,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
33999,DUK HING CHINESE DELI & MEAT INC.,1151 Stockton St,94133,2017-11-15,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
58610,Events Management @ de Young Museum,50 So Tea Garden Dr,94118,2018-04-24,87.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
33935,Avedano's,235 Cortland Ave.,94110,2018-05-09,88.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
32654,Double Play Bar & Grill,2401 16th St,94103,2018-05-29,76.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
3070,FLOWER MARKET CAFE,698 BRANNAN St,94107,2018-04-19,74.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,10.0
3485,THE BEACH CHALET BREWERY & REST.,1000 GREAT HIGHWAY,94121,2018-04-10,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
2189,PRINCESS BAKERY,4617 MISSION St,94112,2019-02-26,68.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,1.0
34434,Fang's,660 Howard St,94105,2017-01-25,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
1791,GARDEN HOUSE CAFE,3117 CLEMENT St,94121,2018-12-07,88.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,4.0
37389,China House Jumbo Seafood Restaurant,2237 Powell Street,94133,2018-02-07,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
6864,Green & Polk Produce,2222 Polk St,94109,2016-10-21,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
7711,RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT St,94118,2019-01-29,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,4.0
61460,Pera,1457 18th St,94107,2019-05-21,90.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,9.0
32702,Cafe La Vie,514 Octavia St,94102,2017-07-19,82.0,Routine - Unscheduled,High risk food holding temperature,High Risk,11.0
6620,New Ocean Seafood & Produce,838 Jackson St,94133,2019-03-20,77.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
39396,New Regent Cafe,638 Pacific Ave,94133,2017-12-06,68.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,3.0
7243,CASA LUCAS #3,4555 MISSION St,94112,2016-11-21,83.0,Routine - Unscheduled,Improper food storage,Low Risk,1.0
38442,Yum Yum Hunan,1828 DIVISADERO St,94115,2018-10-15,63.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,6.0
442,My Canh Restaurant,626 Broadway St,94133,2017-04-11,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
21909,Slider Diner,1202 Sutter St,94109,2018-05-17,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
6734,"Chung Chou City, Inc #5",1230 Stockton St,94133,2017-11-08,84.0,Routine - Unscheduled,Other moderate risk violation,Moderate Risk,3.0
60114,Farmers Market & Produce,986 Polk St,94109,2017-09-14,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
4923,TED'S MARKET,1530 HOWARD St,94103,2019-02-07,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,10.0
589,WON TON HOUSE,1325 NORIEGA St,94122,2019-07-23,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
2972,PORTICO,98 01st St,94103,2019-03-22,80.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,10.0
59009,Woodhouse Fish Co.,1914 FILLMORE St,94116,2018-09-27,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0
4171,SOUTH BEACH YACHT CLUB,PIER 40,94107,2019-05-06,88.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,10.0
1598,Cafe Bean,800 Sutter St,94109,2017-04-17,80.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
3286,Super Burrito,1200 Polk St,94109,2019-02-14,81.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
905,Working Girls' Cafe',0259 Kearny St,94108,2019-04-15,87.0,Routine - Unscheduled,High risk vermin infestation,High Risk,3.0
61861,SO,1010 BRYANT St,94103,2017-01-30,60.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,10.0
1199,PANCHO'S,3440 GEARY Blvd,94118,2018-01-17,90.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,6.0
7641,OTHER AVENUES FOOD STORE,3930 JUDAH St,94122,2018-05-03,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,7.0
33747,Pier 23 Cafe Inc,Pier 23,94111,2019-02-28,85.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
3038,TURK & LARKIN DELI,476 TURK St,94102,2017-10-23,79.0,Routine - Unscheduled,High risk food holding temperature,High Risk,10.0
